F2 | F2-PC-05 | HEARTBEAT OK
F2 | F2-WIFI | FLOW NORMAL -> F1-KIOSK
F3 | F3-FILE-03 | AUTH OK user=guest
F4 | F4-PC-04 | HEARTBEAT OK
F2 | F2-PC-02 | SYNC OK
F4 | F4-DEV-03 | ACCESS OK
F5 | F5-FILE | SESSION ACTIVE
F3 | F3-BADGE | LOGIN OK user=admin
F1 | F1-BADGE | SESSION ACTIVE
F5 | F5-BADGE | FILE READ
F5 | F5-AUDIT | AUTH OK user=reception
F2 | F2-PRINTER-03 | SESSION ACTIVE
F4 | F4-BADGE | LOGIN FAIL user=reception
F3 | F3-PRINTER-01 | ACCESS OK
F4 | F4-PC-02 | ACCESS OK
F5 | F5-FINANCE | FLOW NORMAL -> F4-PC-04
F2 | F2-PC-10 | LINK ACTIVE -> F3-PRINTER-01
F2 | F2-PC-09 | AUTH OK user=dev
F4 | F4-CLOUD-01 | FILE READ
F3 | F3-PC-04 | AUTH FAIL user=reception
F1 | F1-CAM-03 | SESSION ACTIVE
F4 | F4-SW-01 | AUTH FAIL user=reception
F2 | F2-PRINTER-03 | AUTH OK user=reception
F3 | F3-PC-01 | DNS OK
F4 | F4-SW-01 | DNS OK
F2 | F2-PRINTER-04 | HEARTBEAT OK
F3 | F3-PRINTER-01 | SESSION ACTIVE
F2 | F2-PRINTER-03 | FLOW NORMAL -> F3-PC-01
F4 | F4-DEV-02 | SESSION ACTIVE
F2 | F2-PC-03 | FILE WRITE
F3 | F3-PRINTER-01 | AUTH OK user=admin
F3 | F3-PC-04 | FLOW NORMAL -> F3-PC-04
F2 | F2-PRINTER-02 | PACKETS TX 672
F4 | F4-PC-02 | SYNC OK
F5 | F5-FIREWALL | DNS OK
F3 | F3-CLOUD | PACKETS RX 277
F4 | F4-DEV-03 | AUTH FAIL user=reception
F4 | F4-CLOUD-02 | LOGIN FAIL user=staff
F2 | F2-PRINTER-01 | FILE READ
F3 | F3-FILE-01 | SYNC OK
F1 | F1-RECEPTION-02 | PACKETS TX 271
F3 | F3-PC-06 | LOGIN FAIL user=dev
F2 | F2-PC-05 | SESSION ACTIVE
F4 | F4-SW-02 | LOGIN OK user=guest
F2 | F2-PRINTER-04 | SESSION ACTIVE
F4 | F4-SW-01 | AUTH OK user=staff
F1 | F1-CAM-04 | PACKETS TX 256
F4 | F4-CLOUD-02 | LOGIN FAIL user=guest
F3 | F3-PC-01 | LOGIN FAIL user=admin
F2 | F2-PC-08 | SYNC OK
F2 | F2-PC-07 | FLOW NORMAL -> F1-BADGE
F2 | F2-PC-03 | FLOW NORMAL -> F4-PC-02
F4 | F4-PC-06 | LINK ACTIVE -> F2-SWITCH
F2 | F2-PRINTER-03 | LINK ACTIVE -> F1-CAM-02
F3 | F3-PC-07 | LOGIN FAIL user=dev
F4 | F4-CLOUD-02 | LOGIN OK user=admin
F3 | F3-BADGE | DEVICE IDLE
F5 | F5-BACKUP | DEVICE IDLE
F2 | F2-PRINTER-04 | SYNC OK
F5 | F5-CORE-SW | FILE READ
F1 | F1-CAM-04 | LINK ACTIVE -> F2-WIFI
F1 | F1-RECEPTION-02 | ACCESS OK
F3 | F3-FILE-02 | SYNC OK
F4 | F4-PC-05 | AUTH OK user=dev
F3 | F3-PRINTER-01 | AUTH FAIL user=reception
F1 | F1-WIFI | DEVICE IDLE
F2 | F2-PRINTER-01 | DNS OK
F2 | F2-PC-02 | HEARTBEAT OK
F2 | F2-PC-10 | SESSION ACTIVE
F4 | F4-BADGE | HEARTBEAT OK
F2 | F2-PC-02 | PACKETS RX 207
F5 | F5-FINANCE | ACCESS OK
F5 | F5-BACKUP | DNS OK
F1 | F1-CAM-04 | DNS OK
F1 | F1-KIOSK | FILE WRITE
F5 | F5-BADGE | AUTH OK user=staff
F5 | F5-HR | AUTH OK user=dev
F2 | F2-PC-05 | FLOW NORMAL -> F4-PC-06
F1 | F1-CAM-03 | FLOW NORMAL -> F2-PC-10
F2 | F2-PC-05 | DNS OK
F2 | F2-PRINTER-01 | AUTH FAIL user=reception
F4 | F4-DEV-02 | LOGIN OK user=staff
F1 | F1-CAM-03 | AUTH FAIL user=dev
F2 | F2-PC-02 | AUTH FAIL user=guest
F4 | F4-PC-04 | FILE READ
F2 | F2-PC-04 | FLOW NORMAL -> F2-PRINTER-04
F1 | F1-CAM-02 | AUTH FAIL user=dev
F1 | F1-CAM-01 | LOGIN OK user=staff
F3 | F3-SWITCH | LOGIN OK user=staff
F2 | F2-WIFI | DNS OK
F1 | F1-CAM-01 | PACKETS RX 589
F2 | F2-SWITCH | FILE WRITE
F4 | F4-PC-04 | PACKETS TX 217
F5 | F5-CORE-SW | HEARTBEAT OK
F2 | F2-PRINTER-03 | LOGIN OK user=admin
F5 | F5-AUDIT | AUTH FAIL user=staff
F3 | F3-PC-10 | SESSION ACTIVE
F2 | F2-PC-03 | AUTH OK user=admin
F1 | F1-RECEPTION-02 | FILE READ
F5 | F5-DOMAIN | FLOW NORMAL -> F3-SWITCH
F1 | F1-RECEPTION-01 | PACKETS TX 141
F2 | F2-PC-10 | PACKETS RX 388
F2 | F2-PC-07 | HEARTBEAT OK
F2 | F2-SWITCH | DEVICE IDLE
F4 | F4-BADGE | FILE READ
F1 | F1-WIFI | HEARTBEAT OK
F3 | F3-PC-01 | DEVICE IDLE
F2 | F2-PC-07 | LOGIN FAIL user=guest
F2 | F2-PC-03 | SYNC OK
F4 | F4-CLOUD-01 | AUTH FAIL user=staff
F3 | F3-PC-09 | DNS OK
F4 | F4-FILE-01 | DEVICE IDLE
F3 | F3-PRINTER-01 | DEVICE IDLE
F4 | F4-PC-05 | PACKETS RX 784
F2 | F2-PC-07 | DNS OK
F1 | F1-BADGE | ACCESS OK
F2 | F2-BADGE | FLOW NORMAL -> F1-BADGE
F2 | F2-PC-09 | LOGIN FAIL user=guest
F4 | F4-FILE-01 | AUTH FAIL user=admin
F2 | F2-PRINTER-01 | LOGIN FAIL user=staff
F5 | F5-HR | ACCESS OK
F1 | F1-CAM-04 | SESSION ACTIVE
F1 | F1-CAM-04 | LOGIN OK user=guest
F4 | F4-FILE-02 | FILE WRITE
F1 | F1-RECEPTION-02 | FILE WRITE
F3 | F3-PC-03 | FLOW NORMAL -> F2-PC-07
F3 | F3-PC-10 | AUTH FAIL user=admin
F3 | F3-CLOUD | ACCESS OK
F2 | F2-PRINTER-01 | HEARTBEAT OK
F3 | F3-PC-02 | PACKETS RX 37
F3 | F3-PC-05 | LINK ACTIVE -> F2-PC-06
F1 | F1-RECEPTION-02 | DEVICE IDLE
F4 | F4-DEV-01 | LOGIN FAIL user=dev
F4 | F4-SW-02 | DEVICE IDLE
F4 | F4-FILE-01 | PACKETS RX 641
F1 | F1-WIFI | DEVICE IDLE
F4 | F4-SW-01 | DEVICE IDLE
F4 | F4-PC-03 | PACKETS RX 439
F2 | F2-PRINTER-03 | SYNC OK
F3 | F3-PC-06 | LOGIN FAIL user=guest
F2 | F2-PC-08 | ACCESS OK
F4 | F4-CLOUD-02 | FILE WRITE
F1 | F1-KIOSK | AUTH FAIL user=guest
F1 | F1-CAM-04 | AUTH FAIL user=dev
F2 | F2-PC-06 | LINK ACTIVE -> F3-BADGE
F1 | F1-BADGE | FILE WRITE
F3 | F3-PC-03 | AUTH FAIL user=reception
F4 | F4-DEV-01 | ACCESS OK
F2 | F2-PC-02 | LOGIN FAIL user=staff
F4 | F4-FILE-01 | LINK ACTIVE -> F5-FIREWALL
F1 | F1-RECEPTION-01 | AUTH FAIL user=admin
F4 | F4-SW-02 | AUTH FAIL user=staff
F1 | F1-BADGE | AUTH FAIL user=admin
F1 | F1-CAM-04 | LOGIN OK user=guest
F2 | F2-WIFI | LINK ACTIVE -> F4-DEV-02
F4 | F4-SW-02 | AUTH FAIL user=staff
F1 | F1-CAM-03 | LOGIN OK user=staff
F3 | F3-PRINTER-02 | AUTH OK user=guest
F3 | F3-PC-10 | DEVICE IDLE
F5 | F5-DOMAIN | ACCESS OK
F5 | F5-FILE | PACKETS RX 208
F4 | F4-DEV-01 | SESSION ACTIVE
F2 | F2-PC-05 | DNS OK
F1 | F1-BADGE | HEARTBEAT OK
F4 | F4-FILE-02 | SESSION ACTIVE
F4 | F4-BADGE | DEVICE IDLE
F4 | F4-SW-02 | FILE WRITE
F4 | F4-FILE-01 | ACCESS OK
F5 | F5-HR | HEARTBEAT OK
F3 | F3-BADGE | AUTH FAIL user=dev
F1 | F1-KIOSK | PACKETS TX 207
F2 | F2-WIFI | FILE READ
F2 | F2-PRINTER-01 | LOGIN OK user=admin
F4 | F4-FILE-02 | FILE READ
F4 | F4-FILE-02 | FLOW NORMAL -> F2-PC-01
F4 | F4-PC-01 | AUTH OK user=dev
F3 | F3-PC-04 | FLOW NORMAL -> F5-BADGE
F1 | F1-RECEPTION-02 | LINK ACTIVE -> F1-CAM-04
F3 | F3-PC-08 | FILE READ
F4 | F4-DEV-03 | FILE WRITE
F2 | F2-PC-03 | PACKETS RX 342
F1 | F1-BADGE | AUTH OK user=guest
F1 | F1-CAM-03 | LOGIN OK user=dev
F5 | F5-FILE | LOGIN OK user=guest
F3 | F3-PC-06 | LINK ACTIVE -> F1-RECEPTION-02
F3 | F3-PC-07 | SYNC OK
F5 | F5-FIREWALL | AUTH OK user=dev
F3 | F3-PC-08 | HEARTBEAT OK
F3 | F3-CLOUD | SYNC OK
F1 | F1-WIFI | PACKETS TX 807
F2 | F2-PRINTER-03 | LINK ACTIVE -> F3-PC-06
F5 | F5-APP | LINK ACTIVE -> F3-FILE-02
F5 | F5-HR | FILE READ
F5 | F5-DOMAIN | LOGIN FAIL user=staff
F1 | F1-WIFI | DNS OK
F4 | F4-CLOUD-02 | LOGIN OK user=guest
F4 | F4-DEV-03 | FILE READ
F3 | F3-FILE-01 | AUTH FAIL user=reception
F4 | F4-PC-04 | AUTH FAIL user=staff
F3 | F3-PC-01 | LOGIN FAIL user=admin
F1 | F1-CAM-03 | LOGIN FAIL user=reception
F3 | F3-PC-08 | SYNC OK
F3 | F3-PC-03 | SESSION ACTIVE
F3 | F3-PRINTER-01 | FILE WRITE
F2 | F2-PRINTER-04 | DNS OK
F5 | F5-BACKUP | PACKETS RX 600
F2 | F2-PC-05 | LOGIN OK user=guest
F1 | F1-WIFI | ACCESS OK
F2 | F2-PRINTER-02 | FILE WRITE
F2 | F2-PC-08 | HEARTBEAT OK
F3 | F3-PC-01 | LOGIN OK user=guest
F5 | F5-BACKUP | LOGIN OK user=dev
F2 | F2-PRINTER-02 | AUTH FAIL user=guest
F4 | F4-DEV-02 | LINK ACTIVE -> F2-PRINTER-01
F1 | F1-BADGE | ACCESS OK
F2 | F2-PC-03 | AUTH OK user=staff
F4 | F4-PC-03 | LOGIN OK user=staff
F2 | F2-PC-05 | AUTH OK user=reception
F1 | F1-RECEPTION-02 | PACKETS RX 681
F5 | F5-BACKUP | HEARTBEAT OK
F2 | F2-BADGE | FILE READ
F3 | F3-PC-07 | PACKETS RX 551
F2 | F2-PC-08 | SESSION ACTIVE
F2 | F2-PC-06 | LOGIN OK user=admin
F5 | F5-AUDIT | SYNC OK
F4 | F4-SW-01 | DEVICE IDLE
F4 | F4-SW-01 | HEARTBEAT OK
F5 | F5-FIREWALL | SESSION ACTIVE
F1 | F1-CAM-04 | HEARTBEAT OK
F3 | F3-PC-07 | LINK ACTIVE -> F4-DEV-03
F5 | F5-BADGE | PACKETS TX 488
F2 | F2-PC-02 | SESSION ACTIVE
F2 | F2-SWITCH | FILE READ
F2 | F2-PC-01 | PACKETS RX 613
F4 | F4-DEV-01 | AUTH OK user=guest
F2 | F2-PRINTER-01 | LOGIN FAIL user=dev
F3 | F3-PC-08 | SESSION ACTIVE
F4 | F4-FILE-01 | FLOW NORMAL -> F4-CLOUD-02
F4 | F4-PC-06 | LOGIN FAIL user=guest
F3 | F3-PC-08 | LINK ACTIVE -> F4-PC-01
F3 | F3-PC-03 | AUTH FAIL user=admin
F2 | F2-PC-02 | FILE WRITE
F2 | F2-PC-05 | DEVICE IDLE
F4 | F4-FILE-01 | LINK ACTIVE -> F5-HR
F3 | F3-PC-05 | SESSION ACTIVE
F5 | F5-FILE | PACKETS RX 694
F3 | F3-PC-02 | PACKETS TX 744
F4 | F4-PC-04 | DEVICE IDLE
F2 | F2-PC-04 | LOGIN OK user=dev
F4 | F4-PC-06 | SESSION ACTIVE
F3 | F3-FILE-01 | LINK ACTIVE -> F4-DEV-03
F3 | F3-PC-10 | FILE READ
F4 | F4-PC-05 | SYNC OK
F3 | F3-PC-07 | FILE WRITE
F1 | F1-BADGE | ACCESS OK
F4 | F4-SW-02 | PACKETS RX 159
F1 | F1-WIFI | LOGIN OK user=guest
F2 | F2-PC-10 | PACKETS TX 108
F4 | F4-PC-05 | FLOW NORMAL -> F2-PRINTER-01
F4 | F4-PC-01 | SYNC OK
F4 | F4-DEV-02 | ACCESS OK
F5 | F5-FIREWALL | FLOW NORMAL -> F1-KIOSK
F5 | F5-APP | SYNC OK
F3 | F3-PC-08 | FILE READ
F5 | F5-CORE-SW | SYNC OK
F1 | F1-CAM-02 | FILE WRITE
F2 | F2-PC-08 | ACCESS OK
F4 | F4-PC-06 | LOGIN FAIL user=staff
F5 | F5-DOMAIN | LOGIN OK user=dev
F1 | F1-WIFI | FILE WRITE
F1 | F1-RECEPTION-02 | AUTH OK user=guest
F3 | F3-FILE-02 | AUTH OK user=staff
F2 | F2-PC-05 | SYNC OK
F4 | F4-PC-01 | SESSION ACTIVE
F3 | F3-BADGE | FILE WRITE
F2 | F2-PC-04 | SYNC OK
F3 | F3-PC-01 | LOGIN FAIL user=reception
F1 | F1-KIOSK | PACKETS TX 195
F3 | F3-PC-05 | LINK ACTIVE -> F3-PC-06
F3 | F3-PRINTER-01 | AUTH FAIL user=reception
F3 | F3-PRINTER-02 | HEARTBEAT OK
F2 | F2-PRINTER-02 | DEVICE IDLE
F3 | F3-PC-09 | PACKETS RX 511
F2 | F2-PC-09 | ACCESS OK
F2 | F2-PC-06 | AUTH FAIL user=reception
F3 | F3-CLOUD | LINK ACTIVE -> F2-SWITCH
F3 | F3-FILE-01 | ACCESS OK
F1 | F1-BADGE | FILE WRITE
F4 | F4-DEV-01 | AUTH OK user=reception
F5 | F5-FINANCE | AUTH OK user=dev
F2 | F2-PC-07 | ACCESS OK
F5 | F5-CORE-SW | LINK ACTIVE -> F5-FIREWALL
F5 | F5-FIREWALL | HEARTBEAT OK
F4 | F4-DEV-01 | LOGIN OK user=dev
F2 | F2-PC-09 | AUTH FAIL user=admin
F2 | F2-PC-01 | LOGIN OK user=admin
F4 | F4-DEV-02 | AUTH FAIL user=staff
F3 | F3-PRINTER-01 | SESSION ACTIVE
F4 | F4-PC-06 | FILE READ
F3 | F3-PC-07 | FILE WRITE
F5 | F5-CORE-SW | SYNC OK
F4 | F4-PC-06 | LOGIN OK user=admin
F5 | F5-APP | FILE READ
F3 | F3-FILE-03 | AUTH OK user=admin
F3 | F3-SWITCH | ACCESS OK
F3 | F3-CLOUD | LINK ACTIVE -> F2-PC-05
F2 | F2-PC-06 | FLOW NORMAL -> F2-PRINTER-04
F1 | F1-CAM-04 | LOGIN FAIL user=admin
F3 | F3-PC-05 | FILE READ
F1 | F1-CAM-02 | DEVICE IDLE
F2 | F2-PC-05 | AUTH OK user=reception
F2 | F2-PC-01 | FILE WRITE
F1 | F1-CAM-04 | SYNC OK
F5 | F5-CORE-SW | FILE READ
F3 | F3-BADGE | FILE WRITE
F3 | F3-CLOUD | SYNC OK
F4 | F4-DEV-02 | FLOW NORMAL -> F2-PC-03
F5 | F5-BACKUP | ACCESS OK
F3 | F3-PRINTER-01 | DEVICE IDLE
F1 | F1-CAM-04 | FILE READ
F5 | F5-FILE | HEARTBEAT OK
F1 | F1-CAM-03 | HEARTBEAT OK
F3 | F3-FILE-02 | FLOW NORMAL -> F3-FILE-02
F5 | F5-DOMAIN | ACCESS OK
F2 | F2-PRINTER-03 | LINK ACTIVE -> F3-FILE-01
F4 | F4-PC-04 | FILE READ
F3 | F3-PC-09 | FILE WRITE
F4 | F4-FILE-02 | LOGIN FAIL user=reception
F1 | F1-CAM-03 | PACKETS TX 812
F4 | F4-FILE-02 | ACCESS OK
F2 | F2-PRINTER-01 | HEARTBEAT OK
F3 | F3-FILE-03 | PACKETS TX 437
F4 | F4-PC-02 | LOGIN FAIL user=reception
F3 | F3-SWITCH | HEARTBEAT OK
F4 | F4-SW-02 | PACKETS RX 790
F3 | F3-CLOUD | SYNC OK
F2 | F2-SWITCH | HEARTBEAT OK
F4 | F4-FILE-01 | FLOW NORMAL -> F3-PC-05
F4 | F4-PC-03 | ACCESS OK
F4 | F4-DEV-01 | FILE READ
F2 | F2-PC-07 | SESSION ACTIVE
F4 | F4-DEV-03 | PACKETS TX 721
F3 | F3-FILE-01 | LINK ACTIVE -> F2-PC-04
F4 | F4-PC-06 | PACKETS TX 622
F4 | F4-BADGE | SYNC OK
F1 | F1-CAM-03 | HEARTBEAT OK
F4 | F4-FILE-01 | SESSION ACTIVE
F2 | F2-PRINTER-04 | AUTH FAIL user=staff
F2 | F2-PC-10 | PACKETS RX 189
F4 | F4-SW-02 | FILE WRITE
F5 | F5-FINANCE | LOGIN FAIL user=admin
F4 | F4-DEV-01 | FLOW NORMAL -> F3-CLOUD
F1 | F1-WIFI | FILE READ
F1 | F1-BADGE | AUTH FAIL user=guest
F2 | F2-PRINTER-03 | ACCESS OK
F2 | F2-PC-03 | AUTH OK user=admin
F5 | F5-APP | ACCESS OK
F5 | F5-CORE-SW | FILE READ
F1 | F1-CAM-04 | HEARTBEAT OK
F5 | F5-CORE-SW | HEARTBEAT OK
F2 | F2-PC-04 | LOGIN FAIL user=dev
F5 | F5-AUDIT | FILE READ
F5 | F5-FINANCE | LOGIN FAIL user=dev
F2 | F2-PC-07 | DNS OK
F2 | F2-PC-01 | SESSION ACTIVE
F4 | F4-PC-01 | LOGIN OK user=guest
F3 | F3-PC-08 | LOGIN OK user=staff
F4 | F4-DEV-02 | ACCESS OK
F2 | F2-PRINTER-02 | FILE WRITE
F2 | F2-BADGE | FLOW NORMAL -> F2-PC-05
F2 | F2-PRINTER-02 | LINK ACTIVE -> F3-BADGE
F5 | F5-DOMAIN | ACCESS OK
F3 | F3-PC-03 | LOGIN FAIL user=admin
F3 | F3-PC-03 | FILE WRITE
F4 | F4-BADGE | FILE READ
F5 | F5-CORE-SW | LINK ACTIVE -> F4-CLOUD-02
F4 | F4-BADGE | SESSION ACTIVE
F4 | F4-PC-03 | ACCESS OK
F5 | F5-BACKUP | SESSION ACTIVE
F3 | F3-FILE-03 | FLOW NORMAL -> F2-PC-06
F3 | F3-PC-03 | PACKETS TX 263
F4 | F4-PC-02 | ACCESS OK
F1 | F1-CAM-03 | LINK ACTIVE -> F4-FILE-01
F3 | F3-PC-06 | PACKETS RX 672
F4 | F4-PC-03 | PACKETS RX 671
F4 | F4-CLOUD-02 | PACKETS TX 761
F2 | F2-PC-09 | DNS OK
F2 | F2-BADGE | AUTH FAIL user=staff
F2 | F2-SWITCH | FLOW NORMAL -> F4-SW-02
F3 | F3-PC-10 | LOGIN FAIL user=dev
F2 | F2-PC-01 | LOGIN OK user=reception
F4 | F4-PC-06 | DNS OK
F3 | F3-PC-05 | PACKETS RX 664
F2 | F2-PRINTER-02 | LOGIN FAIL user=staff
F1 | F1-BADGE | DNS OK
F5 | F5-CORE-SW | FILE READ
F2 | F2-PRINTER-02 | AUTH OK user=reception
F4 | F4-PC-01 | HEARTBEAT OK
F5 | F5-FIREWALL | LINK ACTIVE -> F1-WIFI
F4 | F4-PC-05 | SYNC OK
F1 | F1-CAM-02 | ACCESS OK
F3 | F3-PRINTER-02 | DNS OK
F1 | F1-CAM-01 | FILE READ
F3 | F3-PC-03 | PACKETS TX 740
F5 | F5-FIREWALL | FLOW NORMAL -> F3-PC-08
F3 | F3-PC-03 | PACKETS TX 872
F3 | F3-PC-03 | PACKETS RX 16
F1 | F1-CAM-01 | AUTH FAIL user=dev
F1 | F1-WIFI | FILE READ
F4 | F4-SW-01 | LOGIN FAIL user=dev
F3 | F3-PC-10 | AUTH OK user=reception
F4 | F4-BADGE | SESSION ACTIVE
F3 | F3-PC-09 | ACCESS OK
F3 | F3-PC-06 | DEVICE IDLE
F3 | F3-PC-07 | ACCESS OK
F4 | F4-FILE-01 | LINK ACTIVE -> F5-CORE-SW
F3 | F3-BADGE | DEVICE IDLE
F1 | F1-WIFI | LOGIN FAIL user=dev
F3 | F3-PC-01 | LOGIN OK user=dev
F2 | F2-PC-04 | HEARTBEAT OK
F3 | F3-PRINTER-01 | SYNC OK
F2 | F2-PC-06 | FLOW NORMAL -> F5-CORE-SW
F4 | F4-CLOUD-01 | ACCESS OK
F5 | F5-CORE-SW | FILE READ
F4 | F4-FILE-01 | FLOW NORMAL -> F1-CAM-04
F3 | F3-FILE-03 | PACKETS TX 496
F2 | F2-PC-08 | LOGIN FAIL user=guest
F3 | F3-PC-09 | LOGIN OK user=staff
F3 | F3-PC-06 | FILE READ
F3 | F3-PC-03 | LINK ACTIVE -> F2-PC-02
F5 | F5-FIREWALL | FILE READ
F3 | F3-PC-06 | SESSION ACTIVE
F3 | F3-PC-08 | FLOW NORMAL -> F3-BADGE
F3 | F3-PC-02 | LOGIN OK user=staff
F5 | F5-AUDIT | SYNC OK
F3 | F3-PC-04 | AUTH FAIL user=staff
F2 | F2-PC-05 | LOGIN FAIL user=guest
F4 | F4-PC-06 | SESSION ACTIVE
F3 | F3-BADGE | SESSION ACTIVE
F5 | F5-AUDIT | LINK ACTIVE -> F3-PC-01
F2 | F2-PRINTER-02 | FLOW NORMAL -> F2-PC-06
F1 | F1-CAM-02 | AUTH FAIL user=guest
F2 | F2-PRINTER-04 | SYNC OK
F2 | F2-PRINTER-03 | HEARTBEAT OK
F1 | F1-RECEPTION-02 | AUTH OK user=dev
F4 | F4-PC-05 | LOGIN OK user=reception
F4 | F4-PC-04 | AUTH FAIL user=guest
F1 | F1-BADGE | LOGIN FAIL user=reception
F2 | F2-PC-06 | HEARTBEAT OK
F2 | F2-PC-01 | PACKETS RX 197
F4 | F4-PC-03 | FILE READ
F2 | F2-PC-02 | PACKETS RX 67
F3 | F3-PC-04 | PACKETS RX 330
F3 | F3-PC-05 | AUTH OK user=dev
F5 | F5-BACKUP | LINK ACTIVE -> F5-FINANCE
F3 | F3-PC-09 | FILE WRITE
F2 | F2-PC-08 | DNS OK
F3 | F3-CLOUD | PACKETS RX 422
F3 | F3-CLOUD | AUTH FAIL user=guest
F1 | F1-KIOSK | DNS OK
F1 | F1-RECEPTION-02 | LOGIN OK user=reception
F2 | F2-PRINTER-04 | HEARTBEAT OK
F4 | F4-PC-03 | ACCESS OK
F3 | F3-PRINTER-02 | FILE READ
F4 | F4-SW-01 | AUTH OK user=admin
F1 | F1-RECEPTION-02 | LINK ACTIVE -> F4-FILE-02
F4 | F4-FILE-02 | FILE READ
F4 | F4-FILE-01 | ACCESS OK
F2 | F2-PC-02 | AUTH OK user=guest
F4 | F4-PC-06 | DEVICE IDLE
F3 | F3-FILE-02 | AUTH OK user=guest
F3 | F3-PC-02 | PACKETS RX 5
F4 | F4-SW-02 | PACKETS TX 106
F4 | F4-DEV-01 | ACCESS OK
F5 | F5-BADGE | LINK ACTIVE -> F5-AUDIT
F1 | F1-RECEPTION-01 | DEVICE IDLE
F2 | F2-SWITCH | FILE WRITE
F4 | F4-DEV-03 | DNS OK
F3 | F3-FILE-01 | FLOW NORMAL -> F4-PC-04
F5 | F5-CORE-SW | FILE READ
F2 | F2-PRINTER-01 | FILE READ
F4 | F4-CLOUD-01 | HEARTBEAT OK
F5 | F5-DOMAIN | SYNC OK
F5 | F5-FIREWALL | FILE WRITE
F5 | F5-AUDIT | AUTH FAIL user=reception
F5 | F5-DOMAIN | LOGIN FAIL user=dev
F2 | F2-BADGE | DEVICE IDLE
F1 | F1-BADGE | DEVICE IDLE
F4 | F4-FILE-01 | SESSION ACTIVE
F4 | F4-PC-02 | LOGIN OK user=guest
F4 | F4-CLOUD-01 | FILE READ
F1 | F1-RECEPTION-02 | SYNC OK
F2 | F2-PC-07 | HEARTBEAT OK
F2 | F2-PC-02 | FLOW NORMAL -> F4-FILE-02
F4 | F4-PC-01 | LOGIN OK user=dev
F2 | F2-PRINTER-04 | FILE READ
F1 | F1-RECEPTION-01 | PACKETS RX 84
F1 | F1-KIOSK | DEVICE IDLE
F2 | F2-PC-08 | AUTH OK user=reception
F4 | F4-PC-02 | PACKETS TX 526
F3 | F3-CLOUD | AUTH FAIL user=reception
F5 | F5-FILE | LOGIN OK user=admin
F2 | F2-PC-02 | FLOW NORMAL -> F5-FILE
F3 | F3-FILE-01 | FILE READ
F2 | F2-PRINTER-04 | AUTH OK user=guest
F5 | F5-FIREWALL | FLOW NORMAL -> F3-PC-09
F2 | F2-PC-02 | FILE READ
F2 | F2-PC-08 | FILE WRITE
F3 | F3-PC-08 | SESSION ACTIVE
F2 | F2-PRINTER-01 | FLOW NORMAL -> F5-FINANCE
F3 | F3-PRINTER-02 | AUTH OK user=reception
F1 | F1-CAM-03 | ACCESS OK
F4 | F4-PC-02 | ACCESS OK
F2 | F2-PC-07 | AUTH FAIL user=dev
F4 | F4-BADGE | PACKETS RX 385
F5 | F5-FILE | LINK ACTIVE -> F3-CLOUD
F4 | F4-FILE-02 | FLOW NORMAL -> F1-KIOSK
F2 | F2-PC-09 | FLOW NORMAL -> F4-PC-02
F5 | F5-HR | HEARTBEAT OK
F1 | F1-RECEPTION-02 | LINK ACTIVE -> F1-WIFI
F4 | F4-DEV-01 | SYNC OK
F3 | F3-SWITCH | FILE WRITE
F3 | F3-PC-09 | LINK ACTIVE -> F4-CLOUD-01
F2 | F2-PRINTER-02 | DNS OK
F2 | F2-PC-08 | ACCESS OK
F5 | F5-BADGE | SESSION ACTIVE
F5 | F5-APP | SESSION ACTIVE
F3 | F3-PRINTER-01 | ACCESS OK
F1 | F1-KIOSK | LINK ACTIVE -> F2-PC-02
F5 | F5-FILE | SESSION ACTIVE
F2 | F2-PRINTER-01 | ACCESS OK
F4 | F4-SW-02 | SYNC OK
F2 | F2-PC-02 | FLOW NORMAL -> F4-DEV-03
F2 | F2-BADGE | FILE READ
F5 | F5-FIREWALL | DEVICE IDLE
F1 | F1-KIOSK | LOGIN FAIL user=guest
F1 | F1-CAM-04 | DEVICE IDLE
F1 | F1-CAM-04 | AUTH OK user=guest
F4 | F4-PC-03 | HEARTBEAT OK
F2 | F2-PRINTER-03 | LOGIN OK user=guest
F2 | F2-PC-02 | PACKETS TX 194
F4 | F4-FILE-01 | AUTH OK user=guest
F4 | F4-PC-02 | SYNC OK
F4 | F4-SW-01 | LINK ACTIVE -> F2-PC-08
F2 | F2-WIFI | LINK ACTIVE -> F1-CAM-01
F4 | F4-CLOUD-02 | AUTH OK user=reception
F3 | F3-CLOUD | HEARTBEAT OK
F1 | F1-KIOSK | LOGIN FAIL user=admin
F2 | F2-PC-02 | PACKETS RX 579
F3 | F3-PRINTER-01 | PACKETS RX 236
F2 | F2-PC-09 | LOGIN OK user=reception
F3 | F3-PC-01 | FILE WRITE
F4 | F4-BADGE | FLOW NORMAL -> F3-PC-06
F3 | F3-PC-09 | LOGIN FAIL user=guest
F4 | F4-DEV-02 | AUTH OK user=dev
F5 | F5-BACKUP | FLOW NORMAL -> F5-BADGE
F2 | F2-WIFI | PACKETS RX 834
F5 | F5-CORE-SW | AUTH OK user=staff
F2 | F2-BADGE | LINK ACTIVE -> F3-PC-07
F3 | F3-PRINTER-02 | LINK ACTIVE -> F2-PC-10
F4 | F4-PC-01 | FILE READ
F3 | F3-PC-02 | SESSION ACTIVE
F1 | F1-WIFI | LOGIN OK user=admin
